timestamp,scintillator,rate_per_min,total_hits
2026-06-12T05:40:00+00:00,Scintillator 3,1246.0,2776185
2026-06-12T05:40:00+00:00,Scintillator 4,1110.1,2487250
2026-06-12T05:50:00+00:00,Scintillator 1,1372.5,2931161
2026-06-12T05:50:00+00:00,Scintillator 2,1295.1,2860385
2026-06-12T05:50:00+00:00,Scintillator 3,1262.8,2788813
2026-06-12T05:50:00+00:00,Scintillator 4,1131.9,2498569
2026-06-12T06:00:00+00:00,Scintillator 1,1388.8,2945049
2026-06-12T06:00:00+00:00,Scintillator 2,1307.2,2873457
2026-06-12T06:00:00+00:00,Scintillator 3,1274.9,2801562
2026-06-12T06:00:00+00:00,Scintillator 4,1134.4,2509913
2026-06-12T06:10:00+00:00,Scintillator 1,1388.8,2958937
2026-06-12T06:10:00+00:00,Scintillator 2,1314.0,2886597
2026-06-12T06:10:00+00:00,Scintillator 3,1285.3,2814415
2026-06-12T06:10:00+00:00,Scintillator 4,1145.6,2521369
2026-06-12T06:20:00+00:00,Scintillator 1,1407.3,2973010
2026-06-12T06:20:00+00:00,Scintillator 2,1331.2,2899909
2026-06-12T06:20:00+00:00,Scintillator 3,1291.3,2827328
2026-06-12T06:20:00+00:00,Scintillator 4,1149.2,2532861
2026-06-12T06:30:00+00:00,Scintillator 1,1421.6,2987226
2026-06-12T06:30:00+00:00,Scintillator 2,1334.2,2913251
2026-06-12T06:30:00+00:00,Scintillator 3,1303.4,2840362
2026-06-12T06:30:00+00:00,Scintillator 4,1152.0,2544381
2026-06-12T06:40:00+00:00,Scintillator 1,1396.4,3001190
2026-06-12T06:40:00+00:00,Scintillator 2,1314.0,2926391
2026-06-12T06:40:00+00:00,Scintillator 3,1283.8,2853200
2026-06-12T06:40:00+00:00,Scintillator 4,1142.0,2555801
2026-06-12T06:50:00+00:00,Scintillator 1,1363.8,3014828
2026-06-12T06:50:00+00:00,Scintillator 2,1283.1,2939222
2026-06-12T06:50:00+00:00,Scintillator 3,1252.7,2865727
2026-06-12T06:50:00+00:00,Scintillator 4,1115.9,2566960
2026-06-12T07:00:00+00:00,Scintillator 1,1391.6,3028744
2026-06-12T07:00:00+00:00,Scintillator 2,1318.2,2952404
2026-06-12T07:00:00+00:00,Scintillator 3,1284.2,2878569
2026-06-12T07:00:00+00:00,Scintillator 4,1146.2,2578422
2026-06-12T07:10:00+00:00,Scintillator 1,1401.0,3042754
2026-06-12T07:10:00+00:00,Scintillator 2,1320.6,2965610
2026-06-12T07:10:00+00:00,Scintillator 3,1283.3,2891402
2026-06-12T07:10:00+00:00,Scintillator 4,1137.7,2589799
2026-06-12T07:20:00+00:00,Scintillator 1,1392.4,3056678
2026-06-12T07:20:00+00:00,Scintillator 2,1307.7,2978687
2026-06-12T07:20:00+00:00,Scintillator 3,1271.6,2904118
2026-06-12T07:20:00+00:00,Scintillator 4,1137.4,2601173
2026-06-12T07:30:00+00:00,Scintillator 1,1377.2,3070450
2026-06-12T07:30:00+00:00,Scintillator 2,1290.4,2991591
2026-06-12T07:30:00+00:00,Scintillator 3,1263.7,2916755
2026-06-12T07:30:00+00:00,Scintillator 4,1119.7,2612370
2026-06-12T07:40:00+00:00,Scintillator 1,1394.1,3084391
2026-06-12T07:40:00+00:00,Scintillator 2,1307.8,3004669
2026-06-12T07:40:00+00:00,Scintillator 3,1279.1,2929546
2026-06-12T07:40:00+00:00,Scintillator 4,1146.1,2623831
2026-06-12T07:50:00+00:00,Scintillator 1,1389.0,3098281
2026-06-12T07:50:00+00:00,Scintillator 2,1301.5,3017684
2026-06-12T07:50:00+00:00,Scintillator 3,1271.2,2942258
2026-06-12T07:50:00+00:00,Scintillator 4,1130.6,2635137
2026-06-12T08:00:00+00:00,Scintillator 1,1393.7,3112218
2026-06-12T08:00:00+00:00,Scintillator 2,1321.9,3030903
2026-06-12T08:00:00+00:00,Scintillator 3,1283.9,2955097
2026-06-12T08:00:00+00:00,Scintillator 4,1154.1,2646678
2026-06-12T08:10:00+00:00,Scintillator 1,1385.6,3126074
2026-06-12T08:10:00+00:00,Scintillator 2,1305.1,3043954
2026-06-12T08:10:00+00:00,Scintillator 3,1275.3,2967850
2026-06-12T08:10:00+00:00,Scintillator 4,1147.2,2658150
2026-06-12T08:20:00+00:00,Scintillator 1,1221.0,3138284
2026-06-12T08:20:00+00:00,Scintillator 2,1287.2,3056826
2026-06-12T08:20:00+00:00,Scintillator 3,1255.8,2980408
2026-06-12T08:20:00+00:00,Scintillator 4,1136.9,2669519
2026-06-12T08:30:00+00:00,Scintillator 1,1144.2,3149726
2026-06-12T08:30:00+00:00,Scintillator 2,1251.5,3069341
2026-06-12T08:30:00+00:00,Scintillator 3,1219.2,2992600
2026-06-12T08:30:00+00:00,Scintillator 4,1104.6,2680565
2026-06-12T08:40:00+00:00,Scintillator 1,1141.1,3161137
2026-06-12T08:40:00+00:00,Scintillator 2,1267.7,3082018
2026-06-12T08:40:00+00:00,Scintillator 3,1236.1,3004961
2026-06-12T08:40:00+00:00,Scintillator 4,1134.9,2691914
2026-06-12T08:50:00+00:00,Scintillator 1,1141.0,3172547
2026-06-12T08:50:00+00:00,Scintillator 2,1269.8,3094716
2026-06-12T08:50:00+00:00,Scintillator 3,1238.1,3017342
2026-06-12T08:50:00+00:00,Scintillator 4,1136.7,2703281
2026-06-12T09:00:00+00:00,Scintillator 1,1167.7,3184224
2026-06-12T09:00:00+00:00,Scintillator 2,1304.5,3107761
2026-06-12T09:00:00+00:00,Scintillator 3,1268.8,3030030
2026-06-12T09:00:00+00:00,Scintillator 4,1149.4,2714775
2026-06-12T09:10:00+00:00,Scintillator 1,1110.7,3195331
2026-06-12T09:10:00+00:00,Scintillator 2,1258.5,3120346
2026-06-12T09:10:00+00:00,Scintillator 3,1226.3,3042293
2026-06-12T09:10:00+00:00,Scintillator 4,1117.6,2725951
2026-06-12T09:20:00+00:00,Scintillator 1,1101.7,3206348
2026-06-12T09:20:00+00:00,Scintillator 2,1283.9,3133185
2026-06-12T09:20:00+00:00,Scintillator 3,1245.3,3054746
2026-06-12T09:20:00+00:00,Scintillator 4,1150.7,2737458
2026-06-12T09:30:00+00:00,Scintillator 1,1068.5,3217033
2026-06-12T09:30:00+00:00,Scintillator 2,1283.0,3146015
2026-06-12T09:30:00+00:00,Scintillator 3,1246.2,3067208
2026-06-12T09:30:00+00:00,Scintillator 4,1150.6,2748964
2026-06-12T09:40:00+00:00,Scintillator 1,1014.2,3227175
2026-06-12T09:40:00+00:00,Scintillator 2,1248.1,3158496
2026-06-12T09:40:00+00:00,Scintillator 3,1218.8,3079396
2026-06-12T09:40:00+00:00,Scintillator 4,1129.4,2760258
2026-06-12T09:50:00+00:00,Scintillator 1,1015.4,3237329
2026-06-12T09:50:00+00:00,Scintillator 2,1270.1,3171197
2026-06-12T09:50:00+00:00,Scintillator 3,1242.9,3091825
2026-06-12T09:50:00+00:00,Scintillator 4,1133.9,2771597
2026-06-12T10:00:00+00:00,Scintillator 1,982.9,3247158
2026-06-12T10:00:00+00:00,Scintillator 2,1232.7,3183524
2026-06-12T10:00:00+00:00,Scintillator 3,1200.1,3103826
2026-06-12T10:00:00+00:00,Scintillator 4,1112.3,2782720
2026-06-12T10:10:00+00:00,Scintillator 1,982.3,3256981
2026-06-12T10:10:00+00:00,Scintillator 2,1239.2,3195916
2026-06-12T10:10:00+00:00,Scintillator 3,1214.2,3115968
2026-06-12T10:10:00+00:00,Scintillator 4,1123.5,2793955
2026-06-12T10:20:00+00:00,Scintillator 1,979.8,3266779
2026-06-12T10:20:00+00:00,Scintillator 2,1260.5,3208521
2026-06-12T10:20:00+00:00,Scintillator 3,1231.5,3128283
2026-06-12T10:20:00+00:00,Scintillator 4,1134.7,2805302
2026-06-12T10:30:00+00:00,Scintillator 1,932.5,3276104
2026-06-12T10:30:00+00:00,Scintillator 2,1217.7,3220698
2026-06-12T10:30:00+00:00,Scintillator 3,1190.6,3140189
2026-06-12T10:30:00+00:00,Scintillator 4,1110.7,2816409
2026-06-12T10:40:00+00:00,Scintillator 1,944.0,3285544
2026-06-12T10:40:00+00:00,Scintillator 2,1239.5,3233093
2026-06-12T10:40:00+00:00,Scintillator 3,1215.3,3152342
2026-06-12T10:40:00+00:00,Scintillator 4,1135.0,2827759
2026-06-12T10:50:00+00:00,Scintillator 1,932.6,3294870
2026-06-12T10:50:00+00:00,Scintillator 2,1221.6,3245309
2026-06-12T10:50:00+00:00,Scintillator 3,1192.9,3164271
2026-06-12T10:50:00+00:00,Scintillator 4,1105.1,2838810
2026-06-12T11:00:00+00:00,Scintillator 1,958.2,3304452
2026-06-12T11:00:00+00:00,Scintillator 2,1263.0,3257939
2026-06-12T11:00:00+00:00,Scintillator 3,1236.3,3176634
2026-06-12T11:00:00+00:00,Scintillator 4,1148.0,2850290
2026-06-12T11:10:00+00:00,Scintillator 1,927.8,3313730
2026-06-12T11:10:00+00:00,Scintillator 2,1228.2,3270221
2026-06-12T11:10:00+00:00,Scintillator 3,1198.1,3188615
2026-06-12T11:10:00+00:00,Scintillator 4,1112.5,2861415
2026-06-12T11:20:00+00:00,Scintillator 1,924.9,3322979
2026-06-12T11:20:00+00:00,Scintillator 2,1224.5,3282466
2026-06-12T11:20:00+00:00,Scintillator 3,1191.0,3200525
2026-06-12T11:20:00+00:00,Scintillator 4,1113.8,2872553
2026-06-12T11:30:00+00:00,Scintillator 1,932.3,3332302
2026-06-12T11:30:00+00:00,Scintillator 2,1237.4,3294840
2026-06-12T11:30:00+00:00,Scintillator 3,1210.2,3212627
2026-06-12T11:30:00+00:00,Scintillator 4,1132.5,2883878
2026-06-12T11:40:00+00:00,Scintillator 1,921.5,3341517
2026-06-12T11:40:00+00:00,Scintillator 2,1223.0,3307070
2026-06-12T11:40:00+00:00,Scintillator 3,1194.6,3224573
2026-06-12T11:40:00+00:00,Scintillator 4,1106.1,2894939
2026-06-12T11:50:00+00:00,Scintillator 1,943.0,3350947
2026-06-12T11:50:00+00:00,Scintillator 2,1251.1,3319581
2026-06-12T11:50:00+00:00,Scintillator 3,1218.3,3236756
2026-06-12T11:50:00+00:00,Scintillator 4,1137.1,2906310
2026-06-12T12:00:00+00:00,Scintillator 1,921.5,3360162
2026-06-12T12:00:00+00:00,Scintillator 2,1231.1,3331892
2026-06-12T12:00:00+00:00,Scintillator 3,1207.2,3248828
2026-06-12T12:00:00+00:00,Scintillator 4,1134.3,2917653
2026-06-12T12:10:00+00:00,Scintillator 1,909.5,3369257
2026-06-12T12:10:00+00:00,Scintillator 2,1205.8,3343950
2026-06-12T12:10:00+00:00,Scintillator 3,1175.4,3260582
2026-06-12T12:10:00+00:00,Scintillator 4,1096.0,2928613
2026-06-12T12:20:00+00:00,Scintillator 1,944.5,3378702
2026-06-12T12:20:00+00:00,Scintillator 2,1237.0,3356320
2026-06-12T12:20:00+00:00,Scintillator 3,1213.8,3272720
2026-06-12T12:20:00+00:00,Scintillator 4,1128.6,2939899
2026-06-12T12:30:00+00:00,Scintillator 1,927.7,3387979
2026-06-12T12:30:00+00:00,Scintillator 2,1227.9,3368599
2026-06-12T12:30:00+00:00,Scintillator 3,1198.8,3284708
2026-06-12T12:30:00+00:00,Scintillator 4,1122.0,2951119
2026-06-12T12:40:00+00:00,Scintillator 1,967.6,3397655
2026-06-12T12:40:00+00:00,Scintillator 2,1283.9,3381438
2026-06-12T12:40:00+00:00,Scintillator 3,1253.6,3297244
2026-06-12T12:40:00+00:00,Scintillator 4,1167.8,2962797
2026-06-12T12:50:00+00:00,Scintillator 1,941.9,3407074
2026-06-12T12:50:00+00:00,Scintillator 2,1243.8,3393876
2026-06-12T12:50:00+00:00,Scintillator 3,1217.3,3309417
2026-06-12T12:50:00+00:00,Scintillator 4,1127.0,2974067
2026-06-12T13:00:00+00:00,Scintillator 1,937.0,3416444
2026-06-12T13:00:00+00:00,Scintillator 2,1251.3,3406389
2026-06-12T13:00:00+00:00,Scintillator 3,1221.9,3321636
2026-06-12T13:00:00+00:00,Scintillator 4,1136.3,2985430
2026-06-12T13:10:00+00:00,Scintillator 1,912.4,3425568
2026-06-12T13:10:00+00:00,Scintillator 2,1215.4,3418543
2026-06-12T13:10:00+00:00,Scintillator 3,1185.6,3333492
2026-06-12T13:10:00+00:00,Scintillator 4,1108.8,2996518
2026-06-12T13:20:00+00:00,Scintillator 1,935.5,3434923
2026-06-12T13:20:00+00:00,Scintillator 2,1228.9,3430832
2026-06-12T13:20:00+00:00,Scintillator 3,1200.0,3345492
2026-06-12T13:20:00+00:00,Scintillator 4,1115.1,3007669
2026-06-12T13:30:00+00:00,Scintillator 1,936.5,3444288
2026-06-12T13:30:00+00:00,Scintillator 2,1250.5,3443337
2026-06-12T13:30:00+00:00,Scintillator 3,1223.2,3357724
2026-06-12T13:30:00+00:00,Scintillator 4,1133.6,3019005
2026-06-12T13:40:00+00:00,Scintillator 1,938.9,3453677
2026-06-12T13:40:00+00:00,Scintillator 2,1255.2,3455889
2026-06-12T13:40:00+00:00,Scintillator 3,1224.3,3369967
2026-06-12T13:40:00+00:00,Scintillator 4,1151.7,3030522
2026-06-12T13:50:00+00:00,Scintillator 1,932.1,3462998
2026-06-12T13:50:00+00:00,Scintillator 2,1229.8,3468187
2026-06-12T13:50:00+00:00,Scintillator 3,1199.8,3381965
2026-06-12T13:50:00+00:00,Scintillator 4,1119.9,3041721
2026-06-12T14:00:00+00:00,Scintillator 1,908.2,3472080
2026-06-12T14:00:00+00:00,Scintillator 2,1202.3,3480210
2026-06-12T14:00:00+00:00,Scintillator 3,1178.8,3393753
2026-06-12T14:00:00+00:00,Scintillator 4,1093.7,3052658
2026-06-12T14:10:00+00:00,Scintillator 1,946.7,3481547
2026-06-12T14:10:00+00:00,Scintillator 2,1258.5,3492795
2026-06-12T14:10:00+00:00,Scintillator 3,1224.3,3405996
2026-06-12T14:10:00+00:00,Scintillator 4,1134.7,3064005
2026-06-12T14:20:00+00:00,Scintillator 1,930.4,3490851
2026-06-12T14:20:00+00:00,Scintillator 2,1241.6,3505211
2026-06-12T14:20:00+00:00,Scintillator 3,1215.1,3418147
2026-06-12T14:20:00+00:00,Scintillator 4,1124.7,3075252
2026-06-12T14:30:00+00:00,Scintillator 1,929.8,3500149
2026-06-12T14:30:00+00:00,Scintillator 2,1232.1,3517532
2026-06-12T14:30:00+00:00,Scintillator 3,1206.4,3430211
2026-06-12T14:30:00+00:00,Scintillator 4,1125.5,3086507
2026-06-12T14:40:00+00:00,Scintillator 1,905.8,3509207
2026-06-12T14:40:00+00:00,Scintillator 2,1221.4,3529746
2026-06-12T14:40:00+00:00,Scintillator 3,1191.8,3442129
2026-06-12T14:40:00+00:00,Scintillator 4,1113.4,3097641
2026-06-12T14:50:00+00:00,Scintillator 1,919.3,3518400
2026-06-12T14:50:00+00:00,Scintillator 2,1244.3,3542189
2026-06-12T14:50:00+00:00,Scintillator 3,1217.8,3454307
2026-06-12T14:50:00+00:00,Scintillator 4,1144.1,3109082
2026-06-12T15:00:00+00:00,Scintillator 1,931.2,3527712
2026-06-12T15:00:00+00:00,Scintillator 2,1249.2,3554681
2026-06-12T15:00:00+00:00,Scintillator 3,1217.3,3466480
2026-06-12T15:00:00+00:00,Scintillator 4,1138.4,3120466
2026-06-12T15:10:00+00:00,Scintillator 1,1270.8,3540420
2026-06-12T15:10:00+00:00,Scintillator 2,1275.0,3567431
2026-06-12T15:10:00+00:00,Scintillator 3,1238.6,3478866
2026-06-12T15:10:00+00:00,Scintillator 4,1116.1,3131627
2026-06-12T15:20:00+00:00,Scintillator 1,1406.5,3554485
2026-06-12T15:20:00+00:00,Scintillator 2,1327.2,3580703
2026-06-12T15:20:00+00:00,Scintillator 3,1293.5,3491801
2026-06-12T15:20:00+00:00,Scintillator 4,1158.9,3143216
2026-06-12T15:30:00+00:00,Scintillator 1,1394.6,3568431
2026-06-12T15:30:00+00:00,Scintillator 2,1296.0,3593663
2026-06-12T15:30:00+00:00,Scintillator 3,1265.4,3504455
2026-06-12T15:30:00+00:00,Scintillator 4,1121.9,3154435
2026-06-12T15:40:00+00:00,Scintillator 1,1390.7,3582338
2026-06-12T15:40:00+00:00,Scintillator 2,1299.1,3606654
2026-06-12T15:40:00+00:00,Scintillator 3,1265.5,3517110
2026-06-12T15:40:00+00:00,Scintillator 4,1121.7,3165652
2026-06-12T15:50:00+00:00,Scintillator 1,1376.3,3596101
2026-06-12T15:50:00+00:00,Scintillator 2,1293.7,3619591
2026-06-12T15:50:00+00:00,Scintillator 3,1266.6,3529776
2026-06-12T15:50:00+00:00,Scintillator 4,1124.2,3176894
2026-06-12T16:00:00+00:00,Scintillator 1,1402.6,3610127
2026-06-12T16:00:00+00:00,Scintillator 2,1310.9,3632700
2026-06-12T16:00:00+00:00,Scintillator 3,1279.5,3542571
2026-06-12T16:00:00+00:00,Scintillator 4,1139.1,3188285
2026-06-12T16:10:00+00:00,Scintillator 1,1384.9,3623976
2026-06-12T16:10:00+00:00,Scintillator 2,1302.3,3645723
2026-06-12T16:10:00+00:00,Scintillator 3,1264.2,3555213
2026-06-12T16:10:00+00:00,Scintillator 4,1127.3,3199558
2026-06-12T16:20:00+00:00,Scintillator 1,1390.9,3637885
2026-06-12T16:20:00+00:00,Scintillator 2,1302.9,3658752
2026-06-12T16:20:00+00:00,Scintillator 3,1271.8,3567931
2026-06-12T16:20:00+00:00,Scintillator 4,1127.9,3210837
2026-06-12T16:30:00+00:00,Scintillator 1,1357.1,3651456
2026-06-12T16:30:00+00:00,Scintillator 2,1283.6,3671588
2026-06-12T16:30:00+00:00,Scintillator 3,1253.0,3580461
2026-06-12T16:30:00+00:00,Scintillator 4,1105.1,3221888
2026-06-12T16:40:00+00:00,Scintillator 1,1391.5,3665371
2026-06-12T16:40:00+00:00,Scintillator 2,1316.1,3684749
2026-06-12T16:40:00+00:00,Scintillator 3,1284.1,3593302
2026-06-12T16:40:00+00:00,Scintillator 4,1148.6,3233374
2026-06-12T16:50:00+00:00,Scintillator 1,1390.7,3679278
2026-06-12T16:50:00+00:00,Scintillator 2,1310.1,3697850
2026-06-12T16:50:00+00:00,Scintillator 3,1279.1,3606093
2026-06-12T16:50:00+00:00,Scintillator 4,1154.1,3244915
2026-06-12T17:00:00+00:00,Scintillator 1,1388.7,3693165
2026-06-12T17:00:00+00:00,Scintillator 2,1301.6,3710866
2026-06-12T17:00:00+00:00,Scintillator 3,1272.3,3618816
2026-06-12T17:00:00+00:00,Scintillator 4,1127.2,3256187
2026-06-12T17:10:00+00:00,Scintillator 1,1381.1,3706976
2026-06-12T17:10:00+00:00,Scintillator 2,1287.1,3723737
2026-06-12T17:10:00+00:00,Scintillator 3,1256.5,3631381
2026-06-12T17:10:00+00:00,Scintillator 4,1110.5,3267292
2026-06-12T17:20:00+00:00,Scintillator 1,1396.3,3720939
2026-06-12T17:20:00+00:00,Scintillator 2,1315.3,3736890
2026-06-12T17:20:00+00:00,Scintillator 3,1284.8,3644229
2026-06-12T17:20:00+00:00,Scintillator 4,1136.8,3278660
2026-06-12T17:30:00+00:00,Scintillator 1,1388.1,3734820
2026-06-12T17:30:00+00:00,Scintillator 2,1309.3,3749983
2026-06-12T17:30:00+00:00,Scintillator 3,1280.9,3657038
2026-06-12T17:30:00+00:00,Scintillator 4,1138.8,3290048
2026-06-12T17:40:00+00:00,Scintillator 1,1412.1,3748941
2026-06-12T17:40:00+00:00,Scintillator 2,1322.2,3763205
2026-06-12T17:40:00+00:00,Scintillator 3,1292.7,3669965
2026-06-12T17:40:00+00:00,Scintillator 4,1151.4,3301562
2026-06-12T17:50:00+00:00,Scintillator 1,1402.8,3762969
2026-06-12T17:50:00+00:00,Scintillator 2,1324.8,3776453
2026-06-12T17:50:00+00:00,Scintillator 3,1284.6,3682811
2026-06-12T17:50:00+00:00,Scintillator 4,1154.8,3313110
2026-06-12T18:00:00+00:00,Scintillator 1,1414.6,3777115
2026-06-12T18:00:00+00:00,Scintillator 2,1326.3,3789716
2026-06-12T18:00:00+00:00,Scintillator 3,1296.8,3695779
2026-06-12T18:00:00+00:00,Scintillator 4,1153.7,3324647
2026-06-12T18:10:00+00:00,Scintillator 1,1417.3,3791288
2026-06-12T18:10:00+00:00,Scintillator 2,1326.0,3802976
2026-06-12T18:10:00+00:00,Scintillator 3,1296.2,3708741
2026-06-12T18:10:00+00:00,Scintillator 4,1153.1,3336178
2026-06-12T18:20:00+00:00,Scintillator 1,1382.9,3805117
2026-06-12T18:20:00+00:00,Scintillator 2,1299.4,3815970
2026-06-12T18:20:00+00:00,Scintillator 3,1267.0,3721411
2026-06-12T18:20:00+00:00,Scintillator 4,1121.6,3347394
2026-06-12T18:30:00+00:00,Scintillator 1,1451.0,3819627
2026-06-12T18:30:00+00:00,Scintillator 2,1355.2,3829522
2026-06-12T18:30:00+00:00,Scintillator 3,1324.8,3734659
2026-06-12T18:30:00+00:00,Scintillator 4,1191.8,3359312
2026-06-12T18:40:00+00:00,Scintillator 1,1376.7,3833394
2026-06-12T18:40:00+00:00,Scintillator 2,1296.3,3842485
2026-06-12T18:40:00+00:00,Scintillator 3,1263.7,3747296
2026-06-12T18:40:00+00:00,Scintillator 4,1127.1,3370583
2026-06-12T18:50:00+00:00,Scintillator 1,1401.1,3847405
2026-06-12T18:50:00+00:00,Scintillator 2,1315.6,3855641
2026-06-12T18:50:00+00:00,Scintillator 3,1287.3,3760169
2026-06-12T18:50:00+00:00,Scintillator 4,1145.4,3382037
2026-06-12T19:00:00+00:00,Scintillator 1,1385.5,3861260
2026-06-12T19:00:00+00:00,Scintillator 2,1322.2,3868863
2026-06-12T19:00:00+00:00,Scintillator 3,1284.4,3773013
2026-06-12T19:00:00+00:00,Scintillator 4,1149.3,3393530
2026-06-12T19:10:00+00:00,Scintillator 1,1379.2,3875052
2026-06-12T19:10:00+00:00,Scintillator 2,1304.2,3881905
2026-06-12T19:10:00+00:00,Scintillator 3,1272.4,3785737
2026-06-12T19:10:00+00:00,Scintillator 4,1137.4,3404904
2026-06-12T19:20:00+00:00,Scintillator 1,1366.9,3888721
2026-06-12T19:20:00+00:00,Scintillator 2,1293.6,3894841
2026-06-12T19:20:00+00:00,Scintillator 3,1260.8,3798345
2026-06-12T19:20:00+00:00,Scintillator 4,1122.1,3416125
2026-06-12T19:30:00+00:00,Scintillator 1,1389.0,3902611
2026-06-12T19:30:00+00:00,Scintillator 2,1310.1,3907942
2026-06-12T19:30:00+00:00,Scintillator 3,1277.8,3811123
2026-06-12T19:30:00+00:00,Scintillator 4,1142.5,3427550
2026-06-12T19:40:00+00:00,Scintillator 1,1390.7,3916518
2026-06-12T19:40:00+00:00,Scintillator 2,1306.2,3921004
2026-06-12T19:40:00+00:00,Scintillator 3,1271.4,3823837
2026-06-12T19:40:00+00:00,Scintillator 4,1132.9,3438879
2026-06-12T19:50:00+00:00,Scintillator 1,1373.6,3930254
2026-06-12T19:50:00+00:00,Scintillator 2,1294.5,3933949
2026-06-12T19:50:00+00:00,Scintillator 3,1260.3,3836440
2026-06-12T19:50:00+00:00,Scintillator 4,1127.4,3450153
2026-06-12T20:00:00+00:00,Scintillator 1,1399.1,3944245
2026-06-12T20:00:00+00:00,Scintillator 2,1315.7,3947106
2026-06-12T20:00:00+00:00,Scintillator 3,1281.3,3849253
2026-06-12T20:00:00+00:00,Scintillator 4,1140.5,3461558
2026-06-12T20:10:00+00:00,Scintillator 1,1398.7,3958232
2026-06-12T20:10:00+00:00,Scintillator 2,1326.1,3960367
2026-06-12T20:10:00+00:00,Scintillator 3,1292.6,3862179
2026-06-12T20:10:00+00:00,Scintillator 4,1155.8,3473116
2026-06-12T20:20:00+00:00,Scintillator 1,1427.7,3972509
2026-06-12T20:20:00+00:00,Scintillator 2,1337.5,3973742
2026-06-12T20:20:00+00:00,Scintillator 3,1306.2,3875241
2026-06-12T20:20:00+00:00,Scintillator 4,1156.8,3484684
2026-06-12T20:30:00+00:00,Scintillator 1,1359.9,3986108
2026-06-12T20:30:00+00:00,Scintillator 2,1284.2,3986584
2026-06-12T20:30:00+00:00,Scintillator 3,1263.3,3887874
2026-06-12T20:30:00+00:00,Scintillator 4,1119.1,3495875
2026-06-12T20:40:00+00:00,Scintillator 1,1411.3,4000221
2026-06-12T20:40:00+00:00,Scintillator 2,1324.1,3999825
2026-06-12T20:40:00+00:00,Scintillator 3,1293.6,3900810
2026-06-12T20:40:00+00:00,Scintillator 4,1146.8,3507343
2026-06-12T20:50:00+00:00,Scintillator 1,1398.8,4014209
2026-06-12T20:50:00+00:00,Scintillator 2,1318.7,4013012
2026-06-12T20:50:00+00:00,Scintillator 3,1282.1,3913631
2026-06-12T20:50:00+00:00,Scintillator 4,1140.3,3518746
2026-06-12T21:00:00+00:00,Scintillator 1,1421.5,4028424
2026-06-12T21:00:00+00:00,Scintillator 2,1338.1,4026393
2026-06-12T21:00:00+00:00,Scintillator 3,1299.1,3926622
2026-06-12T21:00:00+00:00,Scintillator 4,1159.4,3530340
2026-06-12T21:10:00+00:00,Scintillator 1,1411.7,4042541
2026-06-12T21:10:00+00:00,Scintillator 2,1320.7,4039600
2026-06-12T21:10:00+00:00,Scintillator 3,1287.7,3939499
2026-06-12T21:10:00+00:00,Scintillator 4,1144.4,3541784
2026-06-12T21:20:00+00:00,Scintillator 1,1370.6,4056247
2026-06-12T21:20:00+00:00,Scintillator 2,1286.7,4052467
2026-06-12T21:20:00+00:00,Scintillator 3,1255.2,3952051
2026-06-12T21:20:00+00:00,Scintillator 4,1111.9,3552903
2026-06-12T21:30:00+00:00,Scintillator 1,1362.7,4069874
2026-06-12T21:30:00+00:00,Scintillator 2,1292.0,4065387
2026-06-12T21:30:00+00:00,Scintillator 3,1260.5,3964656
2026-06-12T21:30:00+00:00,Scintillator 4,1122.0,3564123
2026-06-12T21:40:00+00:00,Scintillator 1,1413.4,4084008
2026-06-12T21:40:00+00:00,Scintillator 2,1332.9,4078716
2026-06-12T21:40:00+00:00,Scintillator 3,1296.5,3977621
2026-06-12T21:40:00+00:00,Scintillator 4,1159.5,3575718
2026-06-12T21:50:00+00:00,Scintillator 1,1411.9,4098127
2026-06-12T21:50:00+00:00,Scintillator 2,1334.4,4092060
2026-06-12T21:50:00+00:00,Scintillator 3,1304.8,3990669
2026-06-12T21:50:00+00:00,Scintillator 4,1164.3,3587361
2026-06-12T22:00:00+00:00,Scintillator 1,1403.2,4112159
2026-06-12T22:00:00+00:00,Scintillator 2,1320.6,4105266
2026-06-12T22:00:00+00:00,Scintillator 3,1286.8,4003537
2026-06-12T22:00:00+00:00,Scintillator 4,1155.3,3598914
2026-06-12T22:10:00+00:00,Scintillator 1,1366.7,4125826
2026-06-12T22:10:00+00:00,Scintillator 2,1291.6,4118182
2026-06-12T22:10:00+00:00,Scintillator 3,1255.2,4016089
2026-06-12T22:10:00+00:00,Scintillator 4,1124.8,3610162
2026-06-12T22:20:00+00:00,Scintillator 1,1392.7,4139753
2026-06-12T22:20:00+00:00,Scintillator 2,1308.9,4131271
2026-06-12T22:20:00+00:00,Scintillator 3,1281.7,4028906
2026-06-12T22:20:00+00:00,Scintillator 4,1134.2,3621504
2026-06-12T22:30:00+00:00,Scintillator 1,1406.5,4153818
2026-06-12T22:30:00+00:00,Scintillator 2,1323.5,4144506
2026-06-12T22:30:00+00:00,Scintillator 3,1288.0,4041786
2026-06-12T22:30:00+00:00,Scintillator 4,1154.0,3633044
2026-06-12T22:40:00+00:00,Scintillator 1,1356.2,4167380
2026-06-12T22:40:00+00:00,Scintillator 2,1283.3,4157339
2026-06-12T22:40:00+00:00,Scintillator 3,1249.8,4054284
2026-06-12T22:40:00+00:00,Scintillator 4,1112.9,3644173
2026-06-12T22:50:00+00:00,Scintillator 1,1422.1,4181601
2026-06-12T22:50:00+00:00,Scintillator 2,1334.9,4170688
